"品番","納入先","合格色","不合格色","工場名","発行番号","生地合否判定","合否判定","受付日","製品合否判定","部署","共有メモ","共有チェック"
"430016E/HS224019BT","㈱しまむら","","","KDW 大連万林進出口有限公司","DL-26-001571-1","","合格","2026/01/14","合格(追試:合格)","","","0"
"430016E/HS224019BT","㈱しまむら","","","KDW 大連万林進出口有限公司","DL-26-001571-2","","合格","2026/01/14","合格(追試:合格)〈コメント有〉","","","0"
"430017E/HS224019BT","㈱しまむら","","","KDW 大連万林進出口有限公司","DL-26-001577-1","","合格","2026/01/14","合格(追試:合格)","","","0"
"430017E/HS224019BT","㈱しまむら","","","KDW 大連万林進出口有限公司","DL-26-001577-2","","合格","2026/01/14","合格(追試:合格)〈コメント有〉","","","0"
"430018E/HS224019BT","㈱しまむら","","","KDW 大連万林進出口有限公司","DL-26-001580-1","","合格","2026/01/14","合格(追試:合格)〈コメント有〉","","","0"
"430018E/HS224019BT","㈱しまむら","","","KDW 大連万林進出口有限公司","DL-26-001580-2","","合格","2026/01/14","合格(追試:合格)","","","0"
"430019E/HS224019BT","㈱しまむら","","","KDW 大連万林進出口有限公司","DL-26-001582-1","","合格","2026/01/14","合格(追試:合格)〈コメント有〉","","","0"
"430019E/HS224019BT","㈱しまむら","","","KDW 大連万林進出口有限公司","DL-26-001582-2","","合格","2026/01/14","合格(追試:合格)","","","0"
"406258R/406268R/406278R","㈱しまむら","1","","","DL-26-001597","合格","合格","2026/01/15","","","","0"
"406298R","㈱しまむら","1","","","DL-26-001599","合格","合格","2026/01/15","","","","0"
"G5621UR","㈱しまむら","","","","DL-26-000561","","合格","2026/01/07","合格","","","0"
"G5620UR","㈱しまむら","","","","DL-26-000564","","合格","2026/01/07","合格","","","0"
"R5620UR","㈱しまむら","","","","DL-26-000565","","合格","2026/01/07","合格","","","0"
"RT63LPZ","㈱しまむら","","","","DL-26-000887","","合格","2026/01/09","合格(追試:合格)〈コメント有〉","","","0"
"A6551RR","㈱しまむら","2","","","DL-26-000916","合格","合格","2026/01/14","合格(追試:合格)","","","0"
"A4624DR","㈱しまむら","2","","","DL-26-001122","合格","合格","2026/01/12","合格(追試:合格)〈コメント有〉","","","0"
"RT63TPZ/1010","㈱しまむら","1","","KDW 大連万林進出口有限公司","DL-26-001150-1","合格","合格","2026/01/12","合格〈コメント有〉","","","0"
"RT63TPZ/21*21T/C","㈱しまむら","1","","KDW 大連万林進出口有限公司","DL-26-001150-2","合格","合格","2026/01/12","合格(追試:合格)","","","0"
"456351R","㈱しまむら","","","","DL-26-001299","","合格","2026/01/13","合格(追試:合格)","","","0"
"4062B8R","㈱しまむら","2","","","DL-26-001316","合格","合格","2026/01/13","合格(追試:合格)","","","0"
"43637HA","㈱しまむら","1","","","DL-26-001443","合格","合格","2026/01/14","","","","0"
"43630HA","㈱しまむら","1","","","DL-26-001445","合格","合格","2026/01/14","","","","0"
"43630GA","㈱しまむら","1","","","DL-26-001447","合格","合格","2026/01/14","","","","0"
"41638HA","㈱しまむら","1","","","DL-26-001455","合格","合格","2026/01/14","","","","0"
"43631GA","㈱しまむら","2","","","DL-26-001456","合格","合格","2026/01/14","","","","0"
"41620AR","㈱しまむら","1","","","DL-26-001468","合格","合格","2026/01/14","","","","0"
"406298RR","㈱しまむら","1","","","DL-26-001469","合格","合格","2026/01/14","","","","0"
"A6621DR","㈱しまむら","6","","","DL-26-000735","合格","合格","2026/01/08","合格(追試:合格)〈コメント有〉","","","0"
"A6350W","㈱しまむら","2","","","DL-26-000740","合格","合格","2026/01/08","合格(追試:合格)","","","0"
"RT637PZ","㈱しまむら","","","","DL-26-000968","","合格","2026/01/09","合格〈コメント有〉","","","0"
"C5630RR/C5631RRR/C5633RR","㈱しまむら","9","","","DL-26-001071-1","合格","合格","2026/01/12","","","","0"
"C4623MA","㈱しまむら","3","","","DL-26-001077","合格","合格","2026/01/12","合格(追試:合格)","","","0"
"RT63MPZ","㈱しまむら","","","","DL-26-001098","","合格","2026/01/12","合格(追試:合格)","","","0"
"A4320WR","㈱しまむら","3","","","DL-26-001131","合格","合格","2026/01/12","合格(追試:合格)〈コメント有〉","","","0"
"A6322WR","㈱しまむら","2","","","DL-26-001158","合格","合格","2026/01/12","合格(追試:合格)〈コメント有〉","","","0"
"A4353W","㈱しまむら","2","","","DL-26-001165","合格","合格","2026/01/12","合格(追試:合格)","","","0"
"436302A","㈱しまむら","2","","","DL-26-001282","合格","合格","2026/01/13","","","","0"
"43639HA","㈱しまむら","1","","","DL-26-001287","合格","合格","2026/01/13","","","","0"
"X4623MR/X5630MR/X4622MR","㈱しまむら","3","","","DL-26-001297","合格","合格","2026/01/13","","","","0"
"A4320WR/A4353W/A4550PR/A4622PR/A4623RR/A4624DR/A6322WR/A6350W/A6621DR/A6621PR/A6551RR/A6620RR","㈱しまむら","9","","","DL-25-036901","合格","合格","2025/12/31","","","","0"
"A5622MR/A5624PR/A5622PR/A5623RR","㈱しまむら","5","","","DL-26-000162","合格","合格","2026/01/04","","","","0"
"X5630WR/X5632WR/X5633WR/X5630MR/X4622MR","㈱しまむら","5","","","DL-26-000498","合格","合格","2026/01/07","","","","0"
"3162AHR","㈱しまむら","4","","","DL-26-000879","合格","合格","2026/01/09","合格","","","0"
"RT63RPZ","㈱しまむら","1","","","DL-26-000891","合格","合格","2026/01/09","合格〈コメント有〉","","","0"
"G4630WR/DL1480","㈱しまむら","1","","KDW 大連万林進出口有限公司","DL-26-000947","合格","合格","2026/01/09","合格(追試:合格)〈コメント有〉","","","0"
"416268R","㈱しまむら","1","","","DL-26-001003","合格","合格","2026/01/12","","","","0"
"416248R","㈱しまむら","1","","","DL-26-001008","合格","合格","2026/01/12","","","","0"
"406278R","㈱しまむら","1","","","DL-26-001013","合格","合格","2026/01/12","","","","0"
"416288R","㈱しまむら","1","","","DL-26-001016","合格","合格","2026/01/12","","","","0"
"416258R","㈱しまむら","1","","","DL-26-001017","合格","合格","2026/01/12","","","","0"
"406258R","㈱しまむら","1","","","DL-26-001022","合格","合格","2026/01/12","","","","0"
